Country,Year,Fossil fuels,Gas,Coal,Oil,Solar,Wind,Renewables,Hydropower
Egypt,2011,897 TWh,477.59 TWh,5.13 TWh,414.73 TWh,1 TWh,4 TWh,41 TWh,36 TWh
Estonia,2011,69 TWh,5.85 TWh,47.39 TWh,16.07 TWh,0 TWh,1 TWh,4 TWh,0 TWh
Finland,2011,215 TWh,36.12 TWh,64.12 TWh,114.59 TWh,0 TWh,1 TWh,74 TWh,34 TWh
France,2011,"1,503 TWh",430.19 TWh,113.61 TWh,959.39 TWh,6 TWh,34 TWh,208 TWh,124 TWh
Germany,2011,"3,033 TWh",808.61 TWh,910.79 TWh,"1,313.27 TWh",55 TWh,138 TWh,392 TWh,49 TWh
Greece,2011,348 TWh,51.10 TWh,91.85 TWh,204.58 TWh,2 TWh,9 TWh,24 TWh,11 TWh
Hong Kong,2011,329 TWh,28.63 TWh,86.15 TWh,214.11 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Hungary,2011,218 TWh,109.14 TWh,31.55 TWh,77.14 TWh,0 TWh,2 TWh,10 TWh,1 TWh
Iceland,2011,,,1.08 TWh,8.34 TWh,0 TWh,0 TWh,47 TWh,35 TWh
India,2011,"6,002 TWh",602.86 TWh,"3,478.86 TWh","1,920.22 TWh",2 TWh,66 TWh,499 TWh,363 TWh
Indonesia,2011,"1,772 TWh",427.34 TWh,496.27 TWh,848.44 TWh,0 TWh,0 TWh,64 TWh,34 TWh
Iran,2011,"2,499 TWh","1,531.93 TWh",13.73 TWh,953.44 TWh,0 TWh,1 TWh,30 TWh,29 TWh
Iraq,2011,,63.02 TWh,,318.97 TWh,0 TWh,0 TWh,9 TWh,9 TWh
Ireland,2011,154 TWh,48.09 TWh,22.67 TWh,83.33 TWh,0 TWh,12 TWh,16 TWh,2 TWh
Israel,2011,269 TWh,47.49 TWh,92.25 TWh,129.74 TWh,1 TWh,0 TWh,1 TWh,0 TWh
Italy,2011,"1,749 TWh",742.16 TWh,178.27 TWh,828.88 TWh,30 TWh,27 TWh,249 TWh,126 TWh
Japan,2011,"4,841 TWh","1,120.25 TWh","1,282.65 TWh","2,438.13 TWh",15 TWh,12 TWh,323 TWh,228 TWh
Kazakhstan,2011,675 TWh,98.74 TWh,422.64 TWh,154.12 TWh,0 TWh,0 TWh,22 TWh,22 TWh
Kuwait,2011,404 TWh,158.58 TWh,0.16 TWh,244.83 TWh,0 TWh,0 TWh,,
Latvia,2011,36 TWh,15.18 TWh,1.29 TWh,19.04 TWh,0 TWh,0 TWh,9 TWh,8 TWh
Lithuania,2011,65 TWh,31.62 TWh,2.79 TWh,30.43 TWh,0 TWh,1 TWh,4 TWh,1 TWh
Luxembourg,2011,48 TWh,12.01 TWh,0.68 TWh,34.89 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Malaysia,2011,922 TWh,383.17 TWh,171.68 TWh,366.93 TWh,0 TWh,0 TWh,27 TWh,22 TWh
Mexico,2011,"2,068 TWh",708.08 TWh,171.33 TWh,"1,188.15 TWh",0 TWh,5 TWh,126 TWh,100 TWh
Morocco,2011,197 TWh,9.34 TWh,34.63 TWh,153.34 TWh,0 TWh,2 TWh,7 TWh,6 TWh
Netherlands,2011,"1,063 TWh",409.28 TWh,86.58 TWh,567.43 TWh,0 TWh,14 TWh,41 TWh,0 TWh
New Zealand,2011,143 TWh,40.22 TWh,16.27 TWh,86.10 TWh,0 TWh,5 TWh,94 TWh,69 TWh
North Macedonia,2011,30 TWh,1.28 TWh,17.20 TWh,11.63 TWh,0 TWh,0 TWh,4 TWh,4 TWh
Norway,2011,170 TWh,40.32 TWh,9.83 TWh,119.49 TWh,0 TWh,4 TWh,338 TWh,332 TWh
Oman,2011,260 TWh,180.82 TWh,0.12 TWh,78.74 TWh,0 TWh,0 TWh,,
Pakistan,2011,645 TWh,353.40 TWh,46.43 TWh,245.53 TWh,0 TWh,0 TWh,84 TWh,84 TWh
Peru,2011,185 TWh,62.93 TWh,9.51 TWh,112.07 TWh,,0 TWh,64 TWh,59 TWh
Philippines,2011,292 TWh,38.06 TWh,89.85 TWh,163.62 TWh,0 TWh,0 TWh,56 TWh,27 TWh
Poland,2011,"1,126 TWh",164.53 TWh,639.22 TWh,321.77 TWh,0 TWh,9 TWh,47 TWh,6 TWh
Portugal,2011,220 TWh,52.54 TWh,25.83 TWh,141.33 TWh,1 TWh,25 TWh,71 TWh,32 TWh
Qatar,2011,,289.43 TWh,,100.93 TWh,0 TWh,0 TWh,,
Romania,2011,330 TWh,129.15 TWh,95.47 TWh,105.71 TWh,0 TWh,4 TWh,47 TWh,41 TWh
Russia,2011,"7,171 TWh","4,356.36 TWh","1,093.42 TWh","1,721.72 TWh",0 TWh,0 TWh,451 TWh,450 TWh
Saudi Arabia,2011,"2,557 TWh",876.47 TWh,0.77 TWh,"1,680.04 TWh",0 TWh,0 TWh,,
Singapore,2011,801 TWh,82.87 TWh,0.07 TWh,717.66 TWh,0 TWh,0 TWh,,
Slovakia,2011,141 TWh,53.93 TWh,42.46 TWh,45.03 TWh,1 TWh,0 TWh,15 TWh,10 TWh
Slovenia,2011,56 TWh,8.58 TWh,16.93 TWh,30.95 TWh,0 TWh,0 TWh,11 TWh,10 TWh
South Africa,2011,"1,400 TWh",42.81 TWh,"1,052.66 TWh",304.78 TWh,0 TWh,0 TWh,11 TWh,8 TWh
South Korea,2011,"2,745 TWh",484.45 TWh,973.28 TWh,"1,286.91 TWh",3 TWh,2 TWh,24 TWh,13 TWh
Spain,2011,"1,265 TWh",336.46 TWh,148.76 TWh,780.00 TWh,24 TWh,117 TWh,260 TWh,84 TWh
Sri Lanka,2011,,,3.48 TWh,59.08 TWh,0 TWh,0 TWh,13 TWh,13 TWh
Sweden,2011,210 TWh,12.22 TWh,28.60 TWh,168.72 TWh,0 TWh,17 TWh,245 TWh,185 TWh
Switzerland,2011,166 TWh,31.05 TWh,1.59 TWh,133.63 TWh,0 TWh,0 TWh,95 TWh,89 TWh
Taiwan,2011,"1,167 TWh",170.40 TWh,468.86 TWh,527.55 TWh,0 TWh,4 TWh,22 TWh,11 TWh
Thailand,2011,"1,169 TWh",443.18 TWh,182.52 TWh,543.34 TWh,0 TWh,0 TWh,43 TWh,22 TWh
Trinidad and Tobago,2011,230 TWh,204.81 TWh,0.00 TWh,24.85 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Turkey,2011,"1,185 TWh",418.40 TWh,394.01 TWh,373.02 TWh,0 TWh,13 TWh,161 TWh,144 TWh
Turkmenistan,2011,,207.35 TWh,,69.64 TWh,0 TWh,0 TWh,0 TWh,0 TWh
USSR,2011,,,,,,,,
Ukraine,2011,"1,205 TWh",561.27 TWh,482.53 TWh,161.10 TWh,0 TWh,0 TWh,31 TWh,30 TWh
United Arab Emirates,2011,"1,021 TWh",616.36 TWh,5.17 TWh,399.34 TWh,0 TWh,0 TWh,,
United Kingdom,2011,"2,044 TWh",819.18 TWh,357.70 TWh,867.31 TWh,1 TWh,44 TWh,115 TWh,16 TWh
United States,2011,"21,750 TWh","6,582.11 TWh","5,473.07 TWh","9,694.56 TWh",13 TWh,335 TWh,"1,774 TWh",872 TWh
Uzbekistan,2011,543 TWh,473.56 TWh,9.88 TWh,59.72 TWh,0 TWh,0 TWh,16 TWh,16 TWh
Venezuela,2011,741 TWh,333.26 TWh,2.39 TWh,404.86 TWh,0 TWh,0 TWh,229 TWh,229 TWh
Vietnam,2011,484 TWh,81.83 TWh,201.71 TWh,199.98 TWh,0 TWh,0 TWh,114 TWh,113 TWh
Algeria,2012,507 TWh,298.74 TWh,3.40 TWh,204.40 TWh,0 TWh,0 TWh,1 TWh,1 TWh
Argentina,2012,831 TWh,456.64 TWh,13.67 TWh,360.51 TWh,0 TWh,1 TWh,96 TWh,80 TWh
Australia,2012,"1,449 TWh",332.85 TWh,554.47 TWh,561.42 TWh,7 TWh,21 TWh,87 TWh,47 TWh
Austria,2012,266 TWh,86.24 TWh,37.62 TWh,141.87 TWh,1 TWh,7 TWh,149 TWh,120 TWh
Azerbaijan,2012,146 TWh,93.77 TWh,0.04 TWh,52.37 TWh,0 TWh,0 TWh,5 TWh,5 TWh
Bangladesh,2012,292 TWh,213.36 TWh,10.66 TWh,68.36 TWh,0 TWh,0 TWh,2 TWh,2 TWh
Belarus,2012,324 TWh,194.10 TWh,9.20 TWh,121.14 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Belgium,2012,544 TWh,167.40 TWh,38.66 TWh,337.58 TWh,6 TWh,8 TWh,35 TWh,1 TWh
Brazil,2012,"1,936 TWh",325.77 TWh,177.80 TWh,"1,431.95 TWh",0 TWh,14 TWh,"1,415 TWh","1,139 TWh"
Bulgaria,2012,157 TWh,28.51 TWh,80.43 TWh,47.57 TWh,2 TWh,3 TWh,16 TWh,9 TWh
Canada,2012,"2,525 TWh",994.24 TWh,245.41 TWh,"1,285.49 TWh",2 TWh,31 TWh,"1,133 TWh","1,043 TWh"
Chile,2012,327 TWh,53.01 TWh,78.10 TWh,196.14 TWh,0 TWh,1 TWh,76 TWh,55 TWh
China,2012,"29,585 TWh","1,508.78 TWh","22,422.36 TWh","5,654.30 TWh",10 TWh,283 TWh,"2,780 TWh","2,366 TWh"
Colombia,2012,329 TWh,94.66 TWh,54.56 TWh,180.11 TWh,0 TWh,0 TWh,143 TWh,130 TWh
Croatia,2012,73 TWh,28.07 TWh,7.33 TWh,37.40 TWh,0 TWh,1 TWh,15 TWh,13 TWh
Cyprus,2012,,,0.00 TWh,30.69 TWh,0 TWh,1 TWh,,
Czechia,2012,393 TWh,79.74 TWh,206.15 TWh,106.94 TWh,6 TWh,1 TWh,27 TWh,6 TWh
Denmark,2012,154 TWh,40.60 TWh,29.66 TWh,83.77 TWh,0 TWh,28 TWh,45 TWh,0 TWh
Ecuador,2012,139 TWh,7.49 TWh,0.13 TWh,131.77 TWh,0 TWh,0 TWh,35 TWh,34 TWh
Egypt,2012,934 TWh,506.37 TWh,4.54 TWh,423.54 TWh,1 TWh,4 TWh,41 TWh,36 TWh
Estonia,2012,69 TWh,6.34 TWh,43.54 TWh,19.05 TWh,0 TWh,1 TWh,5 TWh,0 TWh
Finland,2012,195 TWh,31.95 TWh,52.50 TWh,110.06 TWh,0 TWh,1 TWh,85 TWh,46 TWh
France,2012,"1,500 TWh",444.44 TWh,128.70 TWh,927.17 TWh,11 TWh,41 TWh,262 TWh,161 TWh
Germany,2012,"3,053 TWh",811.10 TWh,936.07 TWh,"1,305.39 TWh",73 TWh,142 TWh,448 TWh,60 TWh
Greece,2012,320 TWh,46.96 TWh,94.66 TWh,178.33 TWh,5 TWh,11 TWh,29 TWh,12 TWh
Hong Kong,2012,316 TWh,26.36 TWh,84.80 TWh,205.14 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Hungary,2012,200 TWh,97.40 TWh,30.35 TWh,72.02 TWh,0 TWh,2 TWh,10 TWh,1 TWh
Iceland,2012,,,1.11 TWh,8.26 TWh,0 TWh,0 TWh,48 TWh,34 TWh
India,2012,"6,381 TWh",556.99 TWh,"3,787.82 TWh","2,036.42 TWh",6 TWh,75 TWh,474 TWh,317 TWh
Indonesia,2012,"1,828 TWh",429.71 TWh,505.71 TWh,892.11 TWh,0 TWh,0 TWh,68 TWh,35 TWh
Iran,2012,"2,519 TWh","1,525.46 TWh",10.65 TWh,982.97 TWh,0 TWh,1 TWh,35 TWh,34 TWh
Iraq,2012,,63.41 TWh,,351.55 TWh,0 TWh,0 TWh,12 TWh,12 TWh
Ireland,2012,152 TWh,46.90 TWh,26.30 TWh,78.68 TWh,0 TWh,11 TWh,16 TWh,2 TWh
Israel,2012,281 TWh,24.42 TWh,102.47 TWh,154.57 TWh,1 TWh,0 TWh,1 TWh,0 TWh
Italy,2012,"1,669 TWh",713.57 TWh,182.73 TWh,772.21 TWh,52 TWh,37 TWh,275 TWh,115 TWh
Japan,2012,"5,189 TWh","1,232.15 TWh","1,354.20 TWh","2,602.73 TWh",20 TWh,13 TWh,316 TWh,211 TWh
Kazakhstan,2012,712 TWh,107.34 TWh,440.27 TWh,164.62 TWh,0 TWh,0 TWh,21 TWh,21 TWh
Kuwait,2012,415 TWh,175.32 TWh,0.76 TWh,238.80 TWh,0 TWh,0 TWh,,
Latvia,2012,34 TWh,14.27 TWh,1.07 TWh,19.01 TWh,0 TWh,0 TWh,12 TWh,10 TWh
Lithuania,2012,65 TWh,30.87 TWh,2.72 TWh,30.96 TWh,0 TWh,1 TWh,4 TWh,1 TWh
Luxembourg,2012,47 TWh,12.22 TWh,0.62 TWh,33.67 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Malaysia,2012,"1,007 TWh",420.16 TWh,184.58 TWh,402.15 TWh,0 TWh,0 TWh,32 TWh,25 TWh
Mexico,2012,"2,099 TWh",736.54 TWh,149.27 TWh,"1,213.67 TWh",0 TWh,10 TWh,117 TWh,87 TWh
Morocco,2012,202 TWh,12.49 TWh,35.17 TWh,154.29 TWh,0 TWh,2 TWh,6 TWh,4 TWh
Netherlands,2012,"1,044 TWh",392.83 TWh,95.14 TWh,555.91 TWh,1 TWh,14 TWh,42 TWh,0 TWh
New Zealand,2012,150 TWh,44.65 TWh,20.27 TWh,85.01 TWh,0 TWh,6 TWh,88 TWh,63 TWh
North Macedonia,2012,29 TWh,1.33 TWh,16.19 TWh,11.24 TWh,0 TWh,0 TWh,3 TWh,3 TWh
Norway,2012,167 TWh,40.15 TWh,9.53 TWh,116.85 TWh,0 TWh,4 TWh,396 TWh,389 TWh
Oman,2012,283 TWh,197.16 TWh,0.36 TWh,85.79 TWh,0 TWh,0 TWh,,
Pakistan,2012,651 TWh,365.97 TWh,47.09 TWh,237.93 TWh,0 TWh,0 TWh,30 TWh,29 TWh
Peru,2012,190 TWh,68.62 TWh,10.15 TWh,111.45 TWh,0 TWh,0 TWh,67 TWh,60 TWh
Philippines,2012,301 TWh,36.48 TWh,94.03 TWh,170.06 TWh,0 TWh,0 TWh,59 TWh,28 TWh
Poland,2012,"1,080 TWh",174.19 TWh,595.80 TWh,309.69 TWh,0 TWh,13 TWh,60 TWh,6 TWh
Portugal,2012,208 TWh,45.55 TWh,33.85 TWh,128.69 TWh,1 TWh,28 TWh,58 TWh,15 TWh
Qatar,2012,443 TWh,336.03 TWh,0.05 TWh,106.60 TWh,0 TWh,0 TWh,,
Romania,2012,320 TWh,125.34 TWh,88.01 TWh,106.40 TWh,0 TWh,7 TWh,43 TWh,33 TWh
Russia,2012,"7,212 TWh","4,286.26 TWh","1,144.69 TWh","1,780.81 TWh",0 TWh,0 TWh,450 TWh,448 TWh
Saudi Arabia,2012,"2,714 TWh",943.63 TWh,0.90 TWh,"1,769.61 TWh",0 TWh,0 TWh,,
Singapore,2012,802 TWh,89.30 TWh,0.29 TWh,712.69 TWh,0 TWh,0 TWh,,
Slovakia,2012,133 TWh,50.77 TWh,40.04 TWh,41.79 TWh,1 TWh,0 TWh,17 TWh,11 TWh
Slovenia,2012,55 TWh,8.25 TWh,16.07 TWh,30.30 TWh,0 TWh,0 TWh,13 TWh,11 TWh
South Africa,2012,"1,384 TWh",43.57 TWh,"1,027.38 TWh",312.59 TWh,0 TWh,0 TWh,5 TWh,3 TWh
South Korea,2012,"2,796 TWh",525.29 TWh,937.80 TWh,"1,332.99 TWh",3 TWh,3 TWh,25 TWh,11 TWh
Spain,2012,"1,241 TWh",332.26 TWh,180.17 TWh,729.07 TWh,33 TWh,136 TWh,265 TWh,56 TWh
Sri Lanka,2012,,,5.30 TWh,63.09 TWh,0 TWh,0 TWh,10 TWh,9 TWh
Sweden,2012,201 TWh,10.65 TWh,24.53 TWh,166.23 TWh,0 TWh,20 TWh,283 TWh,216 TWh
Switzerland,2012,172 TWh,34.03 TWh,1.44 TWh,136.14 TWh,1 TWh,0 TWh,112 TWh,106 TWh
Taiwan,2012,"1,155 TWh",178.85 TWh,458.43 TWh,518.03 TWh,0 TWh,4 TWh,26 TWh,16 TWh
Thailand,2012,"1,251 TWh",486.34 TWh,191.56 TWh,572.84 TWh,1 TWh,0 TWh,51 TWh,23 TWh
Trinidad and Tobago,2012,226 TWh,202.36 TWh,0.00 TWh,23.73 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Turkey,2012,"1,250 TWh",433.19 TWh,424.44 TWh,391.92 TWh,0 TWh,16 TWh,180 TWh,159 TWh
Turkmenistan,2012,,229.38 TWh,,72.57 TWh,0 TWh,0 TWh,0 TWh,0 TWh
USSR,2012,,,,,,,,
Ukraine,2012,"1,175 TWh",518.39 TWh,496.81 TWh,159.76 TWh,1 TWh,1 TWh,31 TWh,29 TWh
United Arab Emirates,2012,"1,074 TWh",639.31 TWh,16.08 TWh,418.65 TWh,0 TWh,0 TWh,,
United Kingdom,2012,"2,064 TWh",768.99 TWh,451.25 TWh,844.02 TWh,4 TWh,54 TWh,130 TWh,15 TWh
United States,2012,"21,192 TWh","6,881.23 TWh","4,838.40 TWh","9,472.59 TWh",25 TWh,390 TWh,"1,725 TWh",751 TWh
Uzbekistan,2012,526 TWh,462.38 TWh,13.37 TWh,49.88 TWh,0 TWh,0 TWh,17 TWh,17 TWh
Venezuela,2012,791 TWh,346.13 TWh,2.45 TWh,442.40 TWh,0 TWh,0 TWh,224 TWh,224 TWh
Vietnam,2012,478 TWh,90.28 TWh,187.22 TWh,200.32 TWh,0 TWh,0 TWh,146 TWh,146 TWh
Algeria,2013,537 TWh,321.22 TWh,1.84 TWh,213.58 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Argentina,2013,858 TWh,460.28 TWh,14.94 TWh,382.58 TWh,0 TWh,1 TWh,107 TWh,89 TWh
Australia,2013,"1,454 TWh",350.00 TWh,526.24 TWh,578.04 TWh,10 TWh,25 TWh,101 TWh,52 TWh
Austria,2013,266 TWh,82.00 TWh,38.13 TWh,146.01 TWh,2 TWh,9 TWh,145 TWh,115 TWh
Azerbaijan,2013,150 TWh,94.18 TWh,0.04 TWh,56.16 TWh,0 TWh,0 TWh,4 TWh,4 TWh
Bangladesh,2013,304 TWh,219.53 TWh,14.76 TWh,70.06 TWh,0 TWh,0 TWh,2 TWh,2 TWh
Belarus,2013,294 TWh,192.70 TWh,9.76 TWh,91.43 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Belgium,2013,552 TWh,165.33 TWh,40.91 TWh,345.84 TWh,7 TWh,10 TWh,38 TWh,1 TWh
Brazil,2013,"2,046 TWh",383.83 TWh,191.65 TWh,"1,471.00 TWh",0 TWh,18 TWh,"1,387 TWh","1,066 TWh"
Bulgaria,2013,141 TWh,27.54 TWh,69.13 TWh,44.21 TWh,4 TWh,4 TWh,20 TWh,11 TWh
Canada,2013,"2,571 TWh","1,054.41 TWh",239.34 TWh,"1,277.71 TWh",4 TWh,30 TWh,"1,159 TWh","1,068 TWh"
Chile,2013,336 TWh,53.13 TWh,87.79 TWh,195.07 TWh,0 TWh,1 TWh,78 TWh,54 TWh
China,2013,"30,528 TWh","1,718.79 TWh","22,902.13 TWh","5,907.47 TWh",23 TWh,377 TWh,"3,033 TWh","2,479 TWh"
Colombia,2013,352 TWh,104.77 TWh,58.69 TWh,188.61 TWh,0 TWh,0 TWh,133 TWh,121 TWh
Croatia,2013,70 TWh,26.54 TWh,7.85 TWh,35.98 TWh,0 TWh,1 TWh,26 TWh,23 TWh
Cyprus,2013,,,0.00 TWh,27.19 TWh,0 TWh,1 TWh,,
Czechia,2013,379 TWh,80.79 TWh,196.50 TWh,102.04 TWh,6 TWh,1 TWh,30 TWh,7 TWh
Denmark,2013,160 TWh,38.30 TWh,37.67 TWh,83.79 TWh,1 TWh,30 TWh,48 TWh,0 TWh
Ecuador,2013,148 TWh,8.51 TWh,0.15 TWh,139.63 TWh,0 TWh,0 TWh,31 TWh,30 TWh
Egypt,2013,928 TWh,495.01 TWh,4.49 TWh,428.20 TWh,0 TWh,4 TWh,40 TWh,36 TWh
Estonia,2013,74 TWh,6.45 TWh,48.43 TWh,18.81 TWh,0 TWh,1 TWh,4 TWh,0 TWh
Finland,2013,202 TWh,29.71 TWh,58.04 TWh,114.50 TWh,0 TWh,2 TWh,78 TWh,35 TWh
France,2013,"1,501 TWh",451.43 TWh,134.49 TWh,915.13 TWh,13 TWh,44 TWh,299 TWh,193 TWh
Germany,2013,"3,147 TWh",849.74 TWh,963.40 TWh,"1,334.26 TWh",83 TWh,144 TWh,467 TWh,63 TWh
Greece,2013,287 TWh,41.45 TWh,81.26 TWh,164.76 TWh,10 TWh,11 TWh,41 TWh,17 TWh
Hong Kong,2013,325 TWh,24.83 TWh,90.38 TWh,209.57 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Hungary,2013,188 TWh,90.80 TWh,26.58 TWh,70.44 TWh,0 TWh,2 TWh,10 TWh,1 TWh
Iceland,2013,,,1.27 TWh,8.63 TWh,0 TWh,0 TWh,49 TWh,35 TWh
India,2013,"6,551 TWh",490.19 TWh,"4,009.73 TWh","2,051.26 TWh",9 TWh,82 TWh,535 TWh,360 TWh
Indonesia,2013,"1,748 TWh",445.05 TWh,440.76 TWh,862.61 TWh,0 TWh,0 TWh,82 TWh,46 TWh
Iran,2013,"2,596 TWh","1,538.34 TWh",8.86 TWh,"1,049.06 TWh",0 TWh,1 TWh,41 TWh,40 TWh
Iraq,2013,,70.73 TWh,,390.69 TWh,0 TWh,0 TWh,13 TWh,13 TWh
Ireland,2013,148 TWh,44.67 TWh,23.79 TWh,79.80 TWh,0 TWh,12 TWh,17 TWh,2 TWh
Israel,2013,266 TWh,66.35 TWh,82.44 TWh,117.32 TWh,1 TWh,0 TWh,2 TWh,0 TWh
Italy,2013,"1,531 TWh",667.40 TWh,157.40 TWh,706.48 TWh,59 TWh,41 TWh,327 TWh,144 TWh
Japan,2013,"5,133 TWh","1,235.37 TWh","1,409.44 TWh","2,488.52 TWh",35 TWh,14 TWh,341 TWh,216 TWh
Kazakhstan,2013,715 TWh,111.83 TWh,435.88 TWh,167.67 TWh,0 TWh,0 TWh,21 TWh,21 TWh
Kuwait,2013,425 TWh,177.70 TWh,3.19 TWh,243.75 TWh,0 TWh,0 TWh,,
Latvia,2013,34 TWh,14.06 TWh,0.84 TWh,19.22 TWh,0 TWh,0 TWh,10 TWh,8 TWh
Lithuania,2013,58 TWh,25.17 TWh,3.13 TWh,30.10 TWh,0 TWh,2 TWh,5 TWh,1 TWh
Luxembourg,2013,44 TWh,10.35 TWh,0.56 TWh,33.11 TWh,0 TWh,0 TWh,2 TWh,0 TWh
Malaysia,2013,"1,048 TWh",445.67 TWh,175.11 TWh,427.70 TWh,0 TWh,0 TWh,38 TWh,32 TWh
Mexico,2013,"2,101 TWh",777.95 TWh,148.23 TWh,"1,175.11 TWh",0 TWh,11 TWh,109 TWh,76 TWh
Morocco,2013,203 TWh,12.11 TWh,34.90 TWh,156.06 TWh,0 TWh,3 TWh,11 TWh,8 TWh
Netherlands,2013,"1,016 TWh",391.14 TWh,95.19 TWh,529.23 TWh,1 TWh,15 TWh,40 TWh,0 TWh
New Zealand,2013,151 TWh,47.06 TWh,17.88 TWh,86.02 TWh,0 TWh,6 TWh,89 TWh,63 TWh
North Macedonia,2013,26 TWh,1.51 TWh,13.54 TWh,10.82 TWh,0 TWh,0 TWh,4 TWh,4 TWh
Norway,2013,170 TWh,39.83 TWh,9.03 TWh,120.91 TWh,0 TWh,5 TWh,357 TWh,349 TWh
Oman,2013,317 TWh,217.28 TWh,0.52 TWh,99.68 TWh,0 TWh,0 TWh,,
Pakistan,2013,654 TWh,355.86 TWh,37.31 TWh,260.81 TWh,0 TWh,0 TWh,87 TWh,86 TWh
Peru,2013,194 TWh,67.03 TWh,10.24 TWh,116.81 TWh,1 TWh,0 TWh,69 TWh,61 TWh
Philippines,2013,328 TWh,33.61 TWh,116.33 TWh,178.41 TWh,0 TWh,0 TWh,57 TWh,27 TWh
Poland,2013,"1,083 TWh",174.10 TWh,620.82 TWh,287.98 TWh,0 TWh,16 TWh,59 TWh,7 TWh
Portugal,2013,207 TWh,43.18 TWh,30.82 TWh,132.87 TWh,1 TWh,33 TWh,85 TWh,37 TWh
Qatar,2013,481 TWh,352.79 TWh,0.08 TWh,127.64 TWh,0 TWh,0 TWh,,
Romania,2013,280 TWh,114.43 TWh,68.36 TWh,97.09 TWh,1 TWh,12 TWh,56 TWh,40 TWh
Russia,2013,"7,086 TWh","4,248.67 TWh","1,052.71 TWh","1,785.02 TWh",0 TWh,0 TWh,495 TWh,494 TWh
Saudi Arabia,2013,"2,731 TWh",950.28 TWh,1.15 TWh,"1,779.67 TWh",0 TWh,0 TWh,,
Singapore,2013,810 TWh,100.15 TWh,3.06 TWh,706.99 TWh,0 TWh,0 TWh,,
Slovakia,2013,135 TWh,53.01 TWh,39.80 TWh,41.74 TWh,2 TWh,0 TWh,19 TWh,13 TWh
Slovenia,2013,52 TWh,8.11 TWh,15.52 TWh,28.66 TWh,1 TWh,0 TWh,15 TWh,13 TWh
South Africa,2013,"1,386 TWh",40.54 TWh,"1,027.61 TWh",318.12 TWh,1 TWh,0 TWh,6 TWh,3 TWh
South Korea,2013,"2,833 TWh",549.76 TWh,948.36 TWh,"1,335.02 TWh",5 TWh,3 TWh,32 TWh,12 TWh
Spain,2013,"1,121 TWh",303.28 TWh,132.55 TWh,685.28 TWh,36 TWh,152 TWh,315 TWh,100 TWh
Sri Lanka,2013,,,5.58 TWh,53.99 TWh,0 TWh,1 TWh,20 TWh,19 TWh
Sweden,2013,199 TWh,10.24 TWh,25.04 TWh,164.08 TWh,0 TWh,27 TWh,238 TWh,167 TWh
Switzerland,2013,180 TWh,35.84 TWh,1.55 TWh,142.49 TWh,1 TWh,0 TWh,112 TWh,105 TWh
Taiwan,2013,"1,180 TWh",179.38 TWh,467.62 TWh,532.95 TWh,1 TWh,4 TWh,27 TWh,15 TWh
Thailand,2013,"1,257 TWh",488.64 TWh,188.54 TWh,579.44 TWh,3 TWh,1 TWh,52 TWh,15 TWh
Trinidad and Tobago,2013,230 TWh,203.56 TWh,0.00 TWh,26.73 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Turkey,2013,"1,226 TWh",439.66 TWh,367.09 TWh,419.10 TWh,0 TWh,21 TWh,193 TWh,162 TWh
Turkmenistan,2013,,193.31 TWh,,74.92 TWh,0 TWh,0 TWh,0 TWh,0 TWh
USSR,2013,,,,,,,,
Ukraine,2013,"1,110 TWh",476.99 TWh,481.80 TWh,151.43 TWh,2 TWh,2 TWh,42 TWh,38 TWh
United Arab Emirates,2013,"1,133 TWh",647.50 TWh,20.58 TWh,464.93 TWh,0 TWh,0 TWh,,
United Kingdom,2013,"2,022 TWh",763.26 TWh,434.92 TWh,823.43 TWh,5 TWh,77 TWh,165 TWh,13 TWh
United States,2013,"21,720 TWh","7,070.23 TWh","5,022.27 TWh","9,627.55 TWh",44 TWh,462 TWh,"1,836 TWh",726 TWh
Uzbekistan,2013,528 TWh,461.52 TWh,19.97 TWh,46.76 TWh,0 TWh,0 TWh,17 TWh,17 TWh
Venezuela,2013,801 TWh,323.06 TWh,2.45 TWh,475.89 TWh,0 TWh,0 TWh,222 TWh,222 TWh
Vietnam,2013,501 TWh,94.10 TWh,199.97 TWh,207.40 TWh,0 TWh,0 TWh,158 TWh,158 TWh
Algeria,2014,585 TWh,360.92 TWh,2.08 TWh,221.93 TWh,0 TWh,0 TWh,1 TWh,1 TWh
Argentina,2014,857 TWh,461.55 TWh,15.89 TWh,379.92 TWh,0 TWh,2 TWh,108 TWh,88 TWh
Australia,2014,"1,473 TWh",375.68 TWh,521.89 TWh,575.43 TWh,13 TWh,26 TWh,93 TWh,39 TWh
Austria,2014,250 TWh,75.11 TWh,35.02 TWh,140.00 TWh,2 TWh,10 TWh,145 TWh,111 TWh
